DHSCLUST,ADM1NAME,DHSREGCO,DHSREGNA,URBAN_RURA,DHSREGEN,OTHREGNA,OTHREGCO,REGCODE,SVYYEAR,flag
21927,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21928,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21929,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21930,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21931,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21932,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21933,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21934,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21935,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21936,BIHAR,219,Saran,U,Saran,Bihar,10,219,2020,NA
21937,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21938,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21939,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21940,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21941,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21942,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21943,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21944,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
21945,BIHAR,219,Saran,R,Saran,Bihar,10,219,2020,NA
22001,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22002,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22003,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22004,BIHAR,220,Vaishali,U,Vaishali,Bihar,10,220,2020,NA
22005,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22006,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22007,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22008,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22009,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22010,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22011,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22012,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22013,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22014,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22015,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22016,BIHAR,220,Vaishali,U,Vaishali,Bihar,10,220,2020,NA
22017,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22018,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22019,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22020,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22021,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22022,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22023,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22024,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22025,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22026,BIHAR,220,Vaishali,U,Vaishali,Bihar,10,220,2020,NA
22027,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22028,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22029,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22030,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22031,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22032,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22033,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22034,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22035,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22036,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22037,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22038,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22039,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22040,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22041,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22042,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22043,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22044,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22045,BIHAR,220,Vaishali,R,Vaishali,Bihar,10,220,2020,NA
22101,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22102,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22103,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22104,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22105,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22106,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22107,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22108,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22109,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22110,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22111,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22112,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22113,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22114,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22115,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22116,BIHAR,221,Samastipur,U,Samastipur,Bihar,10,221,2020,NA
22117,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22118,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22119,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22120,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22121,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22122,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22123,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22124,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22125,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22126,BIHAR,221,Samastipur,U,Samastipur,Bihar,10,221,2020,NA
22127,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22128,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22129,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22130,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22131,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22132,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22133,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22134,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22135,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22136,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22137,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22138,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22139,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22140,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22141,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22142,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22143,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22144,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22145,BIHAR,221,Samastipur,R,Samastipur,Bihar,10,221,2020,NA
22201,BIHAR,222,Begusarai,U,Begusarai,Bihar,10,222,2020,NA
22202,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22203,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22204,BIHAR,222,Begusarai,U,Begusarai,Bihar,10,222,2020,NA
22205,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22206,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22207,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22208,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22209,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22210,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22211,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22212,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22213,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22214,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22215,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22216,BIHAR,222,Begusarai,U,Begusarai,Bihar,10,222,2020,NA
22217,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22218,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22219,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22220,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22221,BIHAR,222,Begusarai,U,Begusarai,Bihar,10,222,2020,NA
22222,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22223,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22224,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22225,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22226,BIHAR,222,Begusarai,U,Begusarai,Bihar,10,222,2020,NA
22227,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22228,BIHAR,222,Begusarai,U,Begusarai,Bihar,10,222,2020,NA
22229,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22230,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22231,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22232,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22233,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22234,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22235,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22236,BIHAR,222,Begusarai,U,Begusarai,Bihar,10,222,2020,NA
22237,BIHAR,222,Begusarai,U,Begusarai,Bihar,10,222,2020,NA
22238,BIHAR,222,Begusarai,U,Begusarai,Bihar,10,222,2020,NA
22239,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22240,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22241,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22242,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22243,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22244,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22245,BIHAR,222,Begusarai,R,Begusarai,Bihar,10,222,2020,NA
22301,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22302,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22303,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22304,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22305,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22306,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22307,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22308,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22309,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22310,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22311,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22312,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22313,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22314,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22315,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22316,BIHAR,223,Khagaria,U,Khagaria,Bihar,10,223,2020,NA
22317,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22318,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22319,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22320,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22321,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22322,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22323,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22324,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22325,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22326,BIHAR,223,Khagaria,U,Khagaria,Bihar,10,223,2020,NA
22327,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22328,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22329,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22330,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22331,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22332,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22333,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22334,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22335,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22336,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22337,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22338,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22339,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22340,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22341,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22342,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22343,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22344,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22345,BIHAR,223,Khagaria,R,Khagaria,Bihar,10,223,2020,NA
22401,BIHAR,224,Bhagalpur,U,Bhagalpur,Bihar,10,224,2020,NA
22402,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22403,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22404,BIHAR,224,Bhagalpur,U,Bhagalpur,Bihar,10,224,2020,NA
22405,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22406,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22407,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22408,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22409,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22410,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22411,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22412,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22413,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22414,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22415,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22416,BIHAR,224,Bhagalpur,U,Bhagalpur,Bihar,10,224,2020,NA
22417,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22418,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22419,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22420,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22421,BIHAR,224,Bhagalpur,U,Bhagalpur,Bihar,10,224,2020,NA
22422,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22423,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22424,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22425,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22426,BIHAR,224,Bhagalpur,U,Bhagalpur,Bihar,10,224,2020,NA
22427,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22428,BIHAR,224,Bhagalpur,U,Bhagalpur,Bihar,10,224,2020,NA
22429,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22430,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22431,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22432,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22433,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22434,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22435,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22436,BIHAR,224,Bhagalpur,U,Bhagalpur,Bihar,10,224,2020,NA
22437,BIHAR,224,Bhagalpur,U,Bhagalpur,Bihar,10,224,2020,NA
22438,BIHAR,224,Bhagalpur,U,Bhagalpur,Bihar,10,224,2020,NA
22439,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22440,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22441,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22442,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22443,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22444,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22445,BIHAR,224,Bhagalpur,R,Bhagalpur,Bihar,10,224,2020,NA
22501,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22502,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22503,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22504,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22505,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22506,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22507,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22508,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22509,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22510,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22511,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22512,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22513,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22514,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22515,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22516,BIHAR,225,Banka,U,Banka,Bihar,10,225,2020,NA
22517,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22518,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22519,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22520,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22521,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22522,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22523,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22524,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22525,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22526,BIHAR,225,Banka,U,Banka,Bihar,10,225,2020,NA
22527,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22528,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22529,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22530,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22531,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22532,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22533,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22534,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22535,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22536,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22537,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22538,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22539,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22540,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22541,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22542,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22543,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22544,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22545,BIHAR,225,Banka,R,Banka,Bihar,10,225,2020,NA
22601,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22602,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22603,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22604,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22605,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22606,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22607,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22608,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22609,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22610,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22611,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22612,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22613,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22614,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22615,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22616,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22617,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22618,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22619,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22620,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22621,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22622,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22623,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22624,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22625,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22626,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22627,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22628,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22629,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22630,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22631,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22632,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22633,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22634,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22635,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22636,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22637,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22638,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22639,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22640,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22641,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22642,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22643,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22644,BIHAR,226,Munger,U,Munger,Bihar,10,226,2020,NA
22645,BIHAR,226,Munger,R,Munger,Bihar,10,226,2020,NA
22701,BIHAR,227,Lakhisarai,U,Lakhisarai,Bihar,10,227,2020,NA
22702,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22703,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22704,BIHAR,227,Lakhisarai,U,Lakhisarai,Bihar,10,227,2020,NA
22705,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22706,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22707,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22708,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22709,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22710,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22711,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22712,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22713,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22714,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22715,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22716,BIHAR,227,Lakhisarai,U,Lakhisarai,Bihar,10,227,2020,NA
22717,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
22718,BIHAR,227,Lakhisarai,R,Lakhisarai,Bihar,10,227,2020,NA
