DHSCLUST,ADM1NAME,DHSREGCO,DHSREGNA,URBAN_RURA,DHSREGEN,OTHREGNA,OTHREGCO,REGCODE,SVYYEAR,flag
27938,MANIPUR,279,Ukhrul,R,Ukhrul,Manipur,14,279,2020,NA
27939,MANIPUR,279,Ukhrul,R,Ukhrul,Manipur,14,279,2020,NA
27940,MANIPUR,279,Ukhrul,R,Ukhrul,Manipur,14,279,2020,NA
27941,MANIPUR,279,Ukhrul,R,Ukhrul,Manipur,14,279,2020,NA
27942,MANIPUR,279,Ukhrul,R,Ukhrul,Manipur,14,279,2020,NA
28001,MANIPUR,280,Chandel,U,Chandel,Manipur,14,280,2020,NA
28002,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28003,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28004,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28005,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28006,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28007,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28008,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28009,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28010,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28011,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28012,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28013,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28014,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28015,MANIPUR,280,Chandel,U,Chandel,Manipur,14,280,2020,NA
28016,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28017,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28018,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28019,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28020,MANIPUR,280,Chandel,U,Chandel,Manipur,14,280,2020,NA
28021,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28022,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28023,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28024,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28025,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28026,MANIPUR,280,Chandel,U,Chandel,Manipur,14,280,2020,NA
28027,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28028,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28029,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28030,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28031,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28032,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28033,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28034,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28035,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28036,MANIPUR,280,Chandel,U,Chandel,Manipur,14,280,2020,NA
28037,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28038,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28039,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28040,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28041,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28042,MANIPUR,280,Chandel,R,Chandel,Manipur,14,280,2020,NA
28101,MIZORAM,281,Mamit,U,Mamit,Mizoram,15,281,2020,NA
28102,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28103,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28104,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28105,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28106,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28107,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28108,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28109,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28110,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28111,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28112,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28113,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28114,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28115,MIZORAM,281,Mamit,U,Mamit,Mizoram,15,281,2020,NA
28116,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28117,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28118,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28119,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28120,MIZORAM,281,Mamit,U,Mamit,Mizoram,15,281,2020,NA
28121,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28122,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28123,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28124,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28125,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28126,MIZORAM,281,Mamit,U,Mamit,Mizoram,15,281,2020,NA
28127,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28128,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28129,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28130,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28131,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28132,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28133,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28134,MIZORAM,281,Mamit,U,Mamit,Mizoram,15,281,2020,NA
28135,MIZORAM,281,Mamit,U,Mamit,Mizoram,15,281,2020,NA
28136,MIZORAM,281,Mamit,U,Mamit,Mizoram,15,281,2020,NA
28137,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28138,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28139,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28140,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28141,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28142,MIZORAM,281,Mamit,R,Mamit,Mizoram,15,281,2020,NA
28201,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28202,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28203,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28204,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28205,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28206,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28207,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28208,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28209,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28210,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28211,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28212,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28213,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28214,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28215,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28216,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28217,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28218,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28219,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28220,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28221,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28222,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28223,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28224,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28225,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28226,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28227,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28228,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28229,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28230,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28231,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28232,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28233,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28234,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28235,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28236,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28237,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28238,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28239,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28240,MIZORAM,282,Kolasib,R,Kolasib,Mizoram,15,282,2020,NA
28241,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28242,MIZORAM,282,Kolasib,U,Kolasib,Mizoram,15,282,2020,NA
28301,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28302,MIZORAM,283,Aizawl,R,Aizawl,Mizoram,15,283,2020,NA
28303,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28304,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28305,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28306,MIZORAM,283,Aizawl,R,Aizawl,Mizoram,15,283,2020,NA
28307,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28308,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28309,MIZORAM,283,Aizawl,R,Aizawl,Mizoram,15,283,2020,NA
28310,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28311,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28312,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28313,MIZORAM,283,Aizawl,R,Aizawl,Mizoram,15,283,2020,NA
28314,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28315,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28316,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28317,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28318,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28319,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28320,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28321,MIZORAM,283,Aizawl,R,Aizawl,Mizoram,15,283,2020,NA
28322,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28323,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28324,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28325,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28326,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28327,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28328,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28329,MIZORAM,283,Aizawl,R,Aizawl,Mizoram,15,283,2020,NA
28330,MIZORAM,283,Aizawl,R,Aizawl,Mizoram,15,283,2020,NA
28331,MIZORAM,283,Aizawl,R,Aizawl,Mizoram,15,283,2020,NA
28332,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28333,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28334,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28335,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28336,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28337,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28338,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28339,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28340,MIZORAM,283,Aizawl,R,Aizawl,Mizoram,15,283,2020,NA
28341,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28342,MIZORAM,283,Aizawl,U,Aizawl,Mizoram,15,283,2020,NA
28401,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28402,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28403,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28404,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28405,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28406,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28407,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28408,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28409,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28410,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28411,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28412,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28413,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28414,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28415,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28416,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28417,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28418,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28419,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28420,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28421,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28422,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28423,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28424,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28425,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28426,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28427,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28428,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28429,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28430,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28431,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28432,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28433,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28434,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28435,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28436,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28437,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28438,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28439,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28440,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28441,MIZORAM,284,Champhai,U,Champhai,Mizoram,15,284,2020,NA
28442,MIZORAM,284,Champhai,R,Champhai,Mizoram,15,284,2020,NA
28501,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28502,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28503,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28504,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28505,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28506,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28507,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28508,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28509,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28510,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28511,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28512,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28513,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28514,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28515,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28516,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28517,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28518,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28519,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28520,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28521,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28522,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28523,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28524,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28525,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28526,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28527,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28528,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28529,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28530,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28531,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28532,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28533,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28534,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28535,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28536,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28537,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28538,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28539,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28540,MIZORAM,285,Serchhip,R,Serchhip,Mizoram,15,285,2020,NA
28541,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28542,MIZORAM,285,Serchhip,U,Serchhip,Mizoram,15,285,2020,NA
28601,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28602,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28603,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28604,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28605,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28606,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28607,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28608,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28609,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28610,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28611,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28612,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28613,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28614,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28615,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28616,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28617,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28618,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28619,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28620,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28621,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28622,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28623,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28624,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28625,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28626,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28627,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28628,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28629,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28630,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28631,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28632,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28633,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28634,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28635,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28636,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28637,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28638,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28639,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28640,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28641,MIZORAM,286,Lunglei,U,Lunglei,Mizoram,15,286,2020,NA
28642,MIZORAM,286,Lunglei,R,Lunglei,Mizoram,15,286,2020,NA
28701,MIZORAM,287,Lawngtlai,U,Lawngtlai,Mizoram,15,287,2020,NA
28702,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28703,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28704,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28705,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28706,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28707,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28708,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28709,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28710,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28711,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28712,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28713,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28714,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28715,MIZORAM,287,Lawngtlai,U,Lawngtlai,Mizoram,15,287,2020,NA
28716,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28717,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28718,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28719,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28720,MIZORAM,287,Lawngtlai,U,Lawngtlai,Mizoram,15,287,2020,NA
28721,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28722,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28723,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28724,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28725,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28726,MIZORAM,287,Lawngtlai,U,Lawngtlai,Mizoram,15,287,2020,NA
28727,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28728,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28729,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28730,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28731,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28732,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28733,MIZORAM,287,Lawngtlai,R,Lawngtlai,Mizoram,15,287,2020,NA
28734,MIZORAM,287,Lawngtlai,U,Lawngtlai,Mizoram,15,287,2020,NA
28735,MIZORAM,287,Lawngtlai,U,Lawngtlai,Mizoram,15,287,2020,NA
