DHSCLUST,ADM1NAME,DHSREGCO,DHSREGNA,URBAN_RURA,DISTRICT,DT_CEN_CD,ST_NM,ST_CEN_CD,geometry,flag
14242,UTTAR PRADESH,142,Bulandshahr,R,Bulandshahr,11,Uttar Pradesh,9,"c(NA, NA)",NA
14243,UTTAR PRADESH,142,Bulandshahr,R,Bulandshahr,11,Uttar Pradesh,9,"c(NA, NA)",NA
14244,UTTAR PRADESH,142,Bulandshahr,R,Bulandshahr,11,Uttar Pradesh,9,"c(NA, NA)",NA
14245,UTTAR PRADESH,142,Bulandshahr,R,Bulandshahr,11,Uttar Pradesh,9,"c(NA, NA)",NA
50001,MAHARASHTRA,500,Buldana,U,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50002,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50003,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50004,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50005,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50006,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50007,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50008,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50009,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50010,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50011,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50012,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50013,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50014,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50015,MAHARASHTRA,500,Buldana,U,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50016,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50017,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50018,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50019,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50020,MAHARASHTRA,500,Buldana,U,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50021,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50022,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50023,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50024,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50025,MAHARASHTRA,500,Buldana,U,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50026,MAHARASHTRA,500,Buldana,U,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50027,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50028,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50029,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50030,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50031,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50032,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50033,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50034,MAHARASHTRA,500,Buldana,U,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50035,MAHARASHTRA,500,Buldana,U,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50036,MAHARASHTRA,500,Buldana,U,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50037,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50038,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50039,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50040,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50041,MAHARASHTRA,500,Buldana,U,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
50042,MAHARASHTRA,500,Buldana,R,Buldana,4,Maharashtra,27,"c(NA, NA)",NA
12022,RAJASTHAN,120,Tonk,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12101,RAJASTHAN,121,Bundi,U,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12102,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12103,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12104,RAJASTHAN,121,Bundi,U,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12105,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12106,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12107,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12108,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12109,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12110,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12111,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12112,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12113,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12114,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12115,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12116,RAJASTHAN,121,Bundi,U,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12117,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12118,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12119,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12120,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12121,RAJASTHAN,121,Bundi,U,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12122,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12123,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12124,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12125,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12126,RAJASTHAN,121,Bundi,U,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12127,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12128,RAJASTHAN,121,Bundi,U,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12129,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12130,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12131,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12132,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12133,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12134,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12135,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12136,RAJASTHAN,121,Bundi,U,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12137,RAJASTHAN,121,Bundi,U,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12138,RAJASTHAN,121,Bundi,U,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12139,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12140,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12141,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12142,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12143,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12144,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
12145,RAJASTHAN,121,Bundi,R,Bundi,23,Rajasthan,8,"c(NA, NA)",NA
46701,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46702,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46703,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46704,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46705,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46706,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46707,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46708,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46709,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46710,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46711,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46712,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46713,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46714,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46715,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46716,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46717,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46718,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46719,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46720,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46721,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46722,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46723,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46724,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46725,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46727,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46728,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46729,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46730,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46731,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46732,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46733,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46734,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46735,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46736,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46737,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46738,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46739,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46740,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46741,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46742,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46743,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46744,MADHYA PRADESH,467,Burhanpur,U,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
46745,MADHYA PRADESH,467,Burhanpur,R,Burhanpur,50,Madhya Pradesh,23,"c(NA, NA)",NA
23107,BIHAR,231,Bhojpur,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23201,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23202,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23203,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23204,BIHAR,232,Buxar,U,Buxar,30,Bihar,10,"c(NA, NA)",NA
23205,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23206,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23207,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23208,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23209,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23210,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23211,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23212,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23213,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23214,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23215,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23216,BIHAR,232,Buxar,U,Buxar,30,Bihar,10,"c(NA, NA)",NA
23217,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23218,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23219,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23220,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23221,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23222,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23223,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23224,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23225,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23226,BIHAR,232,Buxar,U,Buxar,30,Bihar,10,"c(NA, NA)",NA
23227,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23228,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23229,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23230,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23231,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23232,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23233,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23234,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23235,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23236,BIHAR,232,Buxar,U,Buxar,30,Bihar,10,"c(NA, NA)",NA
23237,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23238,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23239,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23240,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23241,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23242,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23243,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23244,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
23245,BIHAR,232,Buxar,R,Buxar,30,Bihar,10,"c(NA, NA)",NA
31601,ASSAM,316,Cachar,U,Cachar,17,Assam,18,"c(NA, NA)",NA
31602,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31603,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31604,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31605,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31606,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31607,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31608,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31609,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31610,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31611,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31612,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31613,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31614,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31615,ASSAM,316,Cachar,U,Cachar,17,Assam,18,"c(NA, NA)",NA
31616,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31617,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31618,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31619,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31620,ASSAM,316,Cachar,U,Cachar,17,Assam,18,"c(NA, NA)",NA
31621,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31622,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31623,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31624,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31625,ASSAM,316,Cachar,U,Cachar,17,Assam,18,"c(NA, NA)",NA
31626,ASSAM,316,Cachar,U,Cachar,17,Assam,18,"c(NA, NA)",NA
31627,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31628,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31629,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31630,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31631,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31632,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31633,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31634,ASSAM,316,Cachar,U,Cachar,17,Assam,18,"c(NA, NA)",NA
31635,ASSAM,316,Cachar,U,Cachar,17,Assam,18,"c(NA, NA)",NA
31636,ASSAM,316,Cachar,U,Cachar,17,Assam,18,"c(NA, NA)",NA
31637,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31638,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31639,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31640,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31641,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31642,ASSAM,316,Cachar,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31823,ASSAM,318,Hailakandi,R,Cachar,17,Assam,18,"c(NA, NA)",NA
31830,ASSAM,318,Hailakandi,R,Cachar,17,Assam,18,"c(NA, NA)",NA
83707,NCT OF DELHI,837,Central,U,Central,6,NCT of Delhi,7,"c(NA, NA)",NA
83714,NCT OF DELHI,837,Central,U,Central,6,NCT of Delhi,7,"c(NA, NA)",NA
83715,NCT OF DELHI,837,Central,U,Central,6,NCT of Delhi,7,"c(NA, NA)",NA
83717,NCT OF DELHI,837,Central,U,Central,6,NCT of Delhi,7,"c(NA, NA)",NA
83719,NCT OF DELHI,837,Central,U,Central,6,NCT of Delhi,7,"c(NA, NA)",NA
83720,NCT OF DELHI,837,Central,U,Central,6,NCT of Delhi,7,"c(NA, NA)",NA
83725,NCT OF DELHI,837,Central,U,Central,6,NCT of Delhi,7,"c(NA, NA)",NA
83730,NCT OF DELHI,837,Central,U,Central,6,NCT of Delhi,7,"c(NA, NA)",NA
83736,NCT OF DELHI,837,Central,U,Central,6,NCT of Delhi,7,"c(NA, NA)",NA
83737,NCT OF DELHI,837,Central,U,Central,6,NCT of Delhi,7,"c(NA, NA)",NA
83738,NCT OF DELHI,837,Central,U,Central,6,NCT of Delhi,7,"c(NA, NA)",NA
83740,NCT OF DELHI,837,Central,U,Central,6,NCT of Delhi,7,"c(NA, NA)",NA
2301,HIMACHAL PRADESH,23,Chamba,U,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2302,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2303,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2304,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2305,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2306,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2307,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2308,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2309,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2310,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2311,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2312,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2313,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2314,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2315,HIMACHAL PRADESH,23,Chamba,U,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2316,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2317,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2318,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2319,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2320,HIMACHAL PRADESH,23,Chamba,U,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2321,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2322,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2323,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2324,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2325,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2326,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2327,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2328,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2329,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2330,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2331,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2332,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2333,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2334,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
2335,HIMACHAL PRADESH,23,Chamba,R,Chamba,1,Himachal Pradesh,2,"c(NA, NA)",NA
