DHSCLUST,ADM1NAME,DHSREGCO,DHSREGNA,URBAN_RURA,DISTRICT,DT_CEN_CD,ST_NM,ST_CEN_CD,geometry,flag
88301,TELANGANA,883,Adilabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88302,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88303,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88304,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88305,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88306,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88307,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88308,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88309,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88310,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88311,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88312,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88313,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88314,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88315,TELANGANA,883,Adilabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88316,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88317,TELANGANA,883,Adilabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88318,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88319,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88320,TELANGANA,883,Adilabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88321,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88322,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88323,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88324,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88325,TELANGANA,883,Adilabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88326,TELANGANA,883,Adilabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88327,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88328,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88329,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88330,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88331,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88332,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88333,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88334,TELANGANA,883,Adilabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88335,TELANGANA,883,Adilabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88336,TELANGANA,883,Adilabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88337,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88338,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88339,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88340,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88341,TELANGANA,883,Adilabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
88342,TELANGANA,883,Adilabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89301,TELANGANA,893,Komaram Bheem Asifabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89302,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89303,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89304,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89305,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89306,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89307,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89308,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89309,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89310,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89311,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89312,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89313,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89314,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89315,TELANGANA,893,Komaram Bheem Asifabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89316,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89317,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89318,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89319,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89320,TELANGANA,893,Komaram Bheem Asifabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89321,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89322,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89323,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89324,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89325,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89326,TELANGANA,893,Komaram Bheem Asifabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89327,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89328,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89329,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89330,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89331,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89332,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89333,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89334,TELANGANA,893,Komaram Bheem Asifabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89335,TELANGANA,893,Komaram Bheem Asifabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89336,TELANGANA,893,Komaram Bheem Asifabad,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89337,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89338,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89339,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89340,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89341,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89342,TELANGANA,893,Komaram Bheem Asifabad,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89601,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89602,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89603,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89604,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89605,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89606,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89608,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89609,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89610,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89611,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89612,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89613,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89614,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89615,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89616,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89617,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89618,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89619,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89620,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89621,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89622,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89623,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89624,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89625,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89626,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89627,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89628,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89629,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89630,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89631,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89632,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89633,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89634,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89635,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89636,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89637,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89638,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89639,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89640,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89641,TELANGANA,896,Mancherial,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
89642,TELANGANA,896,Mancherial,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90101,TELANGANA,901,Nirmal,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90102,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90103,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90104,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90105,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90106,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90107,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90108,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90109,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90110,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90111,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90112,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90113,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90114,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90115,TELANGANA,901,Nirmal,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90116,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90117,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90118,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90119,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90120,TELANGANA,901,Nirmal,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90121,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90122,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90123,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90124,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90125,TELANGANA,901,Nirmal,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90126,TELANGANA,901,Nirmal,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90127,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90128,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90129,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90130,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90131,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90132,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90133,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90134,TELANGANA,901,Nirmal,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90135,TELANGANA,901,Nirmal,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90136,TELANGANA,901,Nirmal,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90137,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90138,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90139,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90140,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90141,TELANGANA,901,Nirmal,U,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
90142,TELANGANA,901,Nirmal,R,Adilabad,1,Andhra Pradesh,28,"c(NA, NA)",NA
10631,RAJASTHAN,106,Dhaulpur,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14601,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14602,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14603,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14604,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14605,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14606,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14607,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14608,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14609,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14610,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14611,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14612,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14613,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14614,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14615,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14616,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14617,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14618,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14619,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14620,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14621,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14622,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14623,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14624,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14625,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14626,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14627,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14628,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14629,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14631,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14632,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14633,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14634,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14635,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14636,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14637,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14638,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14639,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14640,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14641,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14642,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14643,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14644,UTTAR PRADESH,146,Agra,U,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
14645,UTTAR PRADESH,146,Agra,R,Agra,15,Uttar Pradesh,9,"c(NA, NA)",NA
84801,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84802,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84803,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84804,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84805,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84806,GUJARAT,848,Ahmadabad,R,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84807,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84808,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84809,GUJARAT,848,Ahmadabad,R,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84810,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84811,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84812,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84813,GUJARAT,848,Ahmadabad,R,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84814,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84815,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84816,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84817,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84818,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84819,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84820,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84821,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84822,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84823,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84824,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84825,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84826,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84827,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84828,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84829,GUJARAT,848,Ahmadabad,R,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84830,GUJARAT,848,Ahmadabad,R,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84831,GUJARAT,848,Ahmadabad,R,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84832,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84833,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84834,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84835,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84836,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84837,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84838,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84839,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84840,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84841,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
84842,GUJARAT,848,Ahmadabad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
85101,GUJARAT,851,Botad,U,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
85106,GUJARAT,851,Botad,R,Ahmadabad,7,Gujarat,24,"c(NA, NA)",NA
